dt_sale;id_sku;ds_sku;ds_category;ds_product_line;ds_brand_segment;ds_tecnology;qt_sale;vl_sale_price
2019-05-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;155961;1891818,482
2019-05-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;88043;1393732,421
2019-05-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;51211;1002209,272
2019-05-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;21642;270959,8769
2019-05-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;51303;759798,5295
2019-05-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;58832;1248434,583
2019-05-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;12279;206785,9552
2019-05-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;9444;213720,0092
2019-05-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;5961;201809,4485
2019-05-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;158398;1381232,679
2019-05-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;24295;214525,6011
2019-05-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;23529;341879,7401
2019-05-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;13828;156956,8951
2019-05-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;16005;381570,3916
2019-05-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;9596;218798,4638
2019-06-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;35742;848536,2554
2019-06-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;31651;840987,0307
2019-06-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;16846;349911,467
2019-06-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;81150;1259457,274
2019-06-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;25060;505973,827
2019-06-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;15516;251832,3584
2019-06-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;9169;320202,433
2019-06-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;7934;315152,1812
2019-06-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;6768;253801,6817
2019-06-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;4195;224948,3724
2019-06-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;32284;620513,4835
2019-06-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;26343;653848,9064
2019-06-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;26532;621380,1893
2019-06-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;15939;350181,1017
2019-06-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;5261;98605,64588
2019-06-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;111473;1982001,436
2019-06-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;103476;1639061,311
2019-06-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;84847;1512837,785
2019-06-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;77288;1358734,421
2019-06-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;72111;1437906,382
2019-06-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;160014;1928170,967
2019-06-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;89005;1387593,295
2019-06-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;52833;1004373,037
2019-06-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;22200;251753,566
2019-06-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;51605;759639,2868
2019-06-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;59339;1259184,887
2019-06-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;12362;207571,7265
2019-06-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;9473;221300,7686
2019-06-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;6244;211381,9171
2019-06-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;161474;1398372,079
2019-06-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;29581;265052,4216
2019-06-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;24168;360356,7254
2019-06-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;14406;159773,0655
2019-06-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;15861;398273,5725
2019-06-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;9445;217912,3583
2019-07-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;38391;915260,952
2019-07-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;34875;924895,5234
2019-07-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;18144;395908,5955
2019-07-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;86260;1368955,947
2019-07-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;25999;504134,2465
2019-07-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;15696;234198,6705
2019-07-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;10639;367901,2019
2019-07-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;9598;386235,9086
2019-07-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;7598;285859,8321
2019-07-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;4694;251739,125
2019-07-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;32801;644215,3599
2019-07-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;26959;681262,1887
2019-07-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;27250;668189,226
2019-07-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;16093;355351,7619
2019-07-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;5404;100640,3417
2019-07-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;120456;2173042,79
2019-07-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;110348;1751233,878
2019-07-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;92888;1687787,254
2019-07-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;83505;1463020,07
2019-07-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;77288;1553501,813
2019-07-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;163091;1978298,093
2019-07-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;85697;1366014,856
2019-07-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;54258;984248,0277
2019-07-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;22401;254037,4569
2019-07-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;54005;783626,7376
2019-07-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;59551;1263682,504
2019-07-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;12815;211834,7761
2019-07-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;9409;224043,1395
2019-07-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;6464;218821,1473
2019-07-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;167348;1457603,473
2019-07-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;33024;297550,8418
2019-07-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;24537;378129,1427
2019-07-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;15014;166055,655
2019-07-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;17292;435418,9147
2019-07-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;10026;228910,3167
2019-08-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;40401;962765,46
2019-08-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;36506;970332,3201
2019-08-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;19271;415680,2751
2019-08-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;91285;1473342,976
2019-08-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;27490;576468,4104
2019-08-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;16372;233467,4745
2019-08-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;11797;411261,5379
2019-08-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;10356;412903,5878
2019-08-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;8091;305301,8965
2019-08-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;5167;277105,4824
2019-08-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;33528;664525,8078
2019-08-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;27728;692659,6923
2019-08-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;28270;678779,4146
2019-08-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;16597;376923,2948
2019-08-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;5556;103398,2274
2019-08-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;128941;2331255,312
2019-08-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;120261;1924184,719
